experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_random_geometric_graph__400_0_1___46_loop,150,data/random_geometric_graph__400_0_1__.json,466.89999985694885,11.900000095367432,1.9000000953674316,11.900000095367432,22.59999990463257,0,0.09999990463256836,76.10000014305115,0,0.9896680778252374,0.6676592549913393,0.07325659973664855,0.5014526509183125,102.93406601621233,711.717830122635,1368.6306139202134,18,0.9825964326409334,0.9689346006525749,18,0.9239558674050138,0.9106128528869344,18,0.5452071876274008,0.5900399637019021
